Chapter,Topic,Question,Equation,Answer
Physical Chemistry,Gas Laws,Why is kinetic theory important in gas laws?,molecular motion explains macroscopic behavior,Kinetic theory connects microscopic molecular motion with observable gas properties like pressure and temperature.
Physical Chemistry,Concentration,What is concentration of a solution?,amount of solute in solution,Concentration expresses the amount of solute present in a given quantity of solution or solvent.
Physical Chemistry,Concentration,Define molarity.,M = n/V,Molarity is the number of moles of solute present in one litre of solution.
Physical Chemistry,Concentration,State unit of molarity.,mol L−1,The unit of molarity is mole per litre.
Physical Chemistry,Concentration,Define molality.,m = n/W,Molality is the number of moles of solute dissolved in one kilogram of solvent.
Physical Chemistry,Concentration,State unit of molality.,mol kg−1,The unit of molality is mole per kilogram.
Physical Chemistry,Concentration,Define normality.,N = equivalents/L,Normality is the number of gram equivalents of solute present in one litre of solution.
Physical Chemistry,Concentration,Define mole fraction.,XA = moles of A/total moles,Mole fraction is the ratio of moles of one component to total moles of all components.
Physical Chemistry,Concentration,Define mass percentage.,(mass of solute/mass of solution) ×100,Mass percentage gives mass of solute present in 100 g of solution.
Physical Chemistry,Concentration,Define volume percentage.,(volume of solute/volume of solution) ×100,Volume percentage gives volume of solute present in 100 mL solution.
Physical Chemistry,Concentration,Calculate molarity of solution containing 1 mole solute in 1 L solution.,M = 1/1,Molarity = 1 M.
Physical Chemistry,Concentration,Calculate molality when 1 mole solute is dissolved in 1 kg solvent.,m = 1/1,Molality = 1 m.
Physical Chemistry,Concentration,What is ppm?,parts per million,ppm expresses concentration of very dilute solutions.
Physical Chemistry,Concentration,Why is molality temperature independent?,mass unaffected by temperature,Molality depends on mass of solvent which does not change with temperature.
Physical Chemistry,Concentration,Why is molarity temperature dependent?,volume changes with temperature,Molarity depends on volume of solution which changes with temperature.
Physical Chemistry,Concentration,What is dilute solution?,less solute concentration,A dilute solution contains relatively small amount of solute.
Physical Chemistry,Concentration,Calculate molarity when 2 moles solute are dissolved in 500 mL solution.,M = 2/0.5,Molarity = 4 M.
Physical Chemistry,Concentration,Calculate molality when 0.5 mole solute is dissolved in 250 g solvent.,m = 0.5/0.25,Molality = 2 m.
Physical Chemistry,Concentration,Define gram equivalent mass.,equivalent mass = molar mass/n-factor,Equivalent mass is the mass corresponding to one equivalent of substance.
Physical Chemistry,Concentration,What is n-factor in acids?,number of replaceable H+,n-factor of acid equals number of ionizable hydrogen ions.
Physical Chemistry,Concentration,What is n-factor of H2SO4?,H2SO4 → 2H+,n-factor of sulfuric acid is 2.
Physical Chemistry,Concentration,Calculate normality of 1 M H2SO4 solution.,N = M × n-factor,Normality = 2 N.
Physical Chemistry,Concentration,What is mole fraction of solute if solution contains 2 moles solute and 8 moles solvent?,Xsolute = 2/10,Mole fraction of solute = 0.2.
Physical Chemistry,Concentration,Calculate mass percentage of NaCl in solution containing 10 g NaCl and 90 g water.,(10/100)×100,Mass percentage = 10%.
Physical Chemistry,Concentration,What is relation between ppm and mg/L?,1 ppm ≈ 1 mg/L,"For dilute aqueous solutions, 1 ppm is approximately equal to 1 mg/L."
Physical Chemistry,Concentration,Why is mole fraction unitless?,ratio of same quantities,Mole fraction is ratio of moles and therefore has no unit.
Physical Chemistry,Concentration,Define concentrated solution.,high solute concentration,A concentrated solution contains relatively large amount of solute.
Physical Chemistry,Concentration,Calculate moles present in 250 mL of 2 M solution.,n = MV,n = 2 × 0.25 = 0.5 mole.
Physical Chemistry,Concentration,Why are concentration terms important?,quantitative chemistry,Concentration terms help express composition of solutions quantitatively.
Physical Chemistry,Concentration,What is aqueous solution?,solvent = water,Aqueous solution is a solution in which water acts as solvent.
Physical Chemistry,Concentration,What is saturated solution?,maximum dissolved solute,A saturated solution contains maximum amount of solute at a given temperature.
Physical Chemistry,Concentration,Derive relation between molarity and molality.,M = (1000md)/(1000 + mM2),The relation connects molarity and molality using density and molar mass of solute.
Physical Chemistry,Concentration,Why is molality preferred in colligative properties?,temperature independent,Molality remains constant with temperature unlike molarity.
Physical Chemistry,Concentration,Define formality.,F = formula mass units/L,Formality represents number of gram formula masses dissolved per litre solution.
Physical Chemistry,Concentration,What is strength of solution?,g/L,Strength expresses mass of solute present per litre of solution.
Physical Chemistry,Concentration,Define parts per billion.,ppb,Parts per billion expresses extremely dilute concentrations.
Physical Chemistry,Concentration,What is relation between normality and molarity?,N = M × n-factor,Normality depends on reaction and n-factor of solute.
Physical Chemistry,Concentration,Why does n-factor vary with reaction?,reaction-dependent change,"n-factor depends on number of electrons, H+, or OH− exchanged in a particular reaction."
Physical Chemistry,Concentration,Calculate mole fraction of water in solution containing 1 mole ethanol and 9 moles water.,Xwater = 9/10,Mole fraction of water = 0.9.
Physical Chemistry,Concentration,Calculate molality when 9.8 g H2SO4 is dissolved in 100 g water.,m = (9.8/98)/0.1,Molality = 1 m.
Physical Chemistry,Concentration,Calculate molarity of 49 g H2SO4 dissolved to make 500 mL solution.,M = (49/98)/0.5,Molarity = 1 M.
Physical Chemistry,Concentration,Why does density affect conversion between molarity and molality?,M depends on volume,"Volume of solution depends on density, affecting molarity calculations."
Physical Chemistry,Concentration,Define ideal solution.,obeys Raoult’s law,Ideal solutions obey Raoult’s law over entire concentration range.
Physical Chemistry,Concentration,Why is mole fraction important in vapor pressure calculations?,Raoult’s law,P vapor is directly proportional to mole fraction in ideal solutions.
Physical Chemistry,Concentration,What is solvent?,component in larger amount,Solvent is the component present in larger quantity in a solution.
Physical Chemistry,Concentration,What is solute?,component in smaller amount,Solute is the component dissolved in solvent and usually present in smaller quantity.
Physical Chemistry,Concentration,Calculate molarity of solution containing 5 g NaOH in 250 mL solution.,M = (5/40)/0.25,Molarity = 0.5 M.
Physical Chemistry,Concentration,Calculate molality when 18 g glucose is dissolved in 180 g water.,m = (18/180)/0.18,Molality = 0.556 m.
Physical Chemistry,Concentration,Calculate mole fraction of ethanol in mixture containing 2 moles ethanol and 3 moles water.,Xethanol = 2/5,Mole fraction of ethanol = 0.4.
Physical Chemistry,Concentration,Calculate normality of 0.5 M H3PO4 solution.,N = M × n-factor,Normality = 1.5 N.
Physical Chemistry,Concentration,Why is molality preferred over molarity in boiling point elevation?,molality temperature independent,Molality remains unchanged with temperature variation.
Physical Chemistry,Concentration,Convert 2 M HCl to normality.,HCl n-factor = 1,Normality = 2 N.
Physical Chemistry,Concentration,Calculate ppm concentration when 2 mg solute is present in 1 L water.,ppm = mg/L,Concentration = 2 ppm.
Physical Chemistry,Concentration,Calculate mass percentage of solute in solution containing 20 g solute and 180 g solvent.,(20/200)×100,Mass percentage = 10%.
Physical Chemistry,Concentration,Explain why mole fraction has no unit.,ratio of moles,Mole fraction is dimensionless because it is ratio of same physical quantities.
Physical Chemistry,Concentration,Why does molarity decrease on heating?,volume increases,Increase in temperature expands solution volume reducing molarity.
Physical Chemistry,Concentration,Why is normality reaction dependent?,n-factor varies,The number of equivalents changes with reaction type.
Physical Chemistry,Concentration,Calculate moles of solute present in 2 L of 0.5 M solution.,n = MV,n = 1 mole.
Physical Chemistry,Concentration,Explain another common JEE trap involving normality.,n-factor changes with reaction,Same compound may have different normality in different reactions.
Physical Chemistry,Concentration,Why are concentration terms important in chemistry?,stoichiometry and solution chemistry,"Concentration terms are essential for quantitative analysis, titration, and colligative property calculations."
Physical Chemistry,Stoichiometry,What is stoichiometry?,quantitative relation in reactions,Stoichiometry deals with quantitative relationships between reactants and products in chemical reactions.
Physical Chemistry,Stoichiometry,Why must a chemical equation be balanced?,conservation of mass,A balanced equation obeys the law of conservation of mass.
Physical Chemistry,Stoichiometry,What does coefficient in a balanced equation represent?,number of moles,Coefficients represent relative number of moles of reactants and products.
Physical Chemistry,Stoichiometry,Balance the equation: H2 + O2 → H2O.,2H2 + O2 → 2H2O,The balanced equation is 2H2 + O2 → 2H2O.
Physical Chemistry,Stoichiometry,How many moles of H2 are required to react with 1 mole O2?,2H2 + O2 → 2H2O,2 moles of hydrogen react with 1 mole oxygen.
Physical Chemistry,Stoichiometry,How many moles of water are formed from 2 moles H2?,2H2 + O2 → 2H2O,2 moles of hydrogen produce 2 moles of water.
Physical Chemistry,Stoichiometry,Define limiting reagent.,reaction stops after complete consumption,Limiting reagent is the reactant consumed completely first in a reaction.
Physical Chemistry,Stoichiometry,Define excess reagent.,unreacted reactant,Excess reagent remains after the limiting reagent is completely consumed.
Physical Chemistry,Stoichiometry,What is theoretical yield?,calculated maximum product,Theoretical yield is the maximum amount of product predicted from stoichiometric calculations.
Physical Chemistry,Stoichiometry,What is actual yield?,product actually obtained,Actual yield is the amount of product obtained experimentally.
Physical Chemistry,Stoichiometry,Write formula for percentage yield.,(actual/theoretical)×100,Percentage yield compares actual yield with theoretical yield.
Physical Chemistry,Stoichiometry,How many moles of CO2 are formed from 1 mole CH4 combustion?,CH4 + 2O2 → CO2 + 2H2O,1 mole methane produces 1 mole carbon dioxide.
Physical Chemistry,Stoichiometry,How many moles of water are formed from 1 mole methane combustion?,CH4 + 2O2 → CO2 + 2H2O,1 mole methane produces 2 moles water.
Physical Chemistry,Stoichiometry,Why is mole ratio important in stoichiometry?,balanced equation ratios,Mole ratio helps calculate amounts of reactants and products.
Physical Chemistry,Stoichiometry,What law forms the basis of stoichiometry?,law of conservation of mass,Stoichiometry is based on conservation of mass during chemical reactions.
Physical Chemistry,Stoichiometry,Calculate moles of O2 required to burn 2 moles CH4.,CH4 + 2O2 → CO2 + 2H2O,2 moles methane require 4 moles oxygen.
Physical Chemistry,Stoichiometry,Calculate moles of CO2 formed from 3 moles CH4.,CH4 + 2O2 → CO2 + 2H2O,3 moles methane produce 3 moles carbon dioxide.
Physical Chemistry,Stoichiometry,How many moles of NH3 are formed from 2 moles N2?,N2 + 3H2 → 2NH3,2 moles nitrogen produce 4 moles ammonia.
Physical Chemistry,Stoichiometry,Calculate moles of H2 needed to react with 1 mole N2.,N2 + 3H2 → 2NH3,1 mole nitrogen requires 3 moles hydrogen.
Physical Chemistry,Stoichiometry,Determine limiting reagent when 2 moles H2 react with 2 moles O2.,2H2 + O2 → 2H2O,Hydrogen is limiting reagent because 2 moles H2 need only 1 mole O2.
Physical Chemistry,Stoichiometry,Calculate theoretical yield of water from 4 moles H2.,2H2 + O2 → 2H2O,4 moles hydrogen theoretically produce 4 moles water.
Physical Chemistry,Stoichiometry,Calculate percentage yield if theoretical yield is 10 g and actual yield is 8 g.,(8/10)×100,Percentage yield = 80%.
Physical Chemistry,Stoichiometry,Define stoichiometric coefficient.,number before formula,Stoichiometric coefficient indicates relative mole quantities in balanced equation.
Physical Chemistry,Stoichiometry,Why are balanced equations necessary for calculations?,mole ratios from equation,Balanced equations provide correct stoichiometric relationships.
