Chapter,Topic,Question,Equation,Answer
Redox Reactions,Balancing Reactions,Why are H+ ions used in acidic medium balancing?,balance hydrogen atoms,H+ ions balance hydrogen in acidic solutions.
Aldehydes and Ketones,Ketone Tests,Explain why ketones do not give Schiff test.,R–CO–R' → no reaction,"Schiff reagent reacts specifically with aldehydes restoring color rapidly, while ketones react very slowly or not at all due to lower reactivity."
Amines,Amine Formation,Explain reduction of nitro compounds mechanism.,R–NO2 + [H] → R–NH2,The reduction proceeds through intermediates like nitroso and hydroxylamine before forming amine. This is a stepwise reduction process.
Physical Chemistry,Formula Calculation,Calculate molecular formula from vapor density 44 and empirical formula CH2.,Molar mass = 2×VD,"Molar mass = 88, n = 88/14 = 6.29 ≈ 6, molecular formula ≈ C6H12."
Aldehydes and Ketones,Ketone Tests,A compound gives only iodoform test positive. What can be inferred?,CH3CO–R + I2 + NaOH → CHI3,This indicates presence of methyl ketone even if other carbonyl tests are not performed.
Carboxylic Acids,Carboxylic Acid Properties,Compare acidity: formic acid vs benzoic acid.,R–COOH ⇌ R–COO−,Formic acid is more acidic due to absence of electron-donating group.
Physical Chemistry,Composition,Why is oxygen percentage often highest in compounds?,high atomic mass contribution,Oxygen contributes significant mass because of its high atomic mass.
Biomolecules,Vitamins,Which vitamin acts in DNA synthesis?,homocysteine → methionine,Vitamin B12 is essential for DNA synthesis.
Thermodynamics,Basic Concepts,What is spontaneous process?,naturally occurring process,Process occurs without external assistance.
Hydrocarbons,Alkene Reactions,What is the industrial importance of alkene reactions?,alkenes → polymers/alcohols/halides,"Alkene reactions are widely used in production of plastics, synthetic fibers, alcohols, and industrial organic chemicals."
Redox Reactions,Redox Reactions,Why are batteries based on redox reactions?,chemical to electrical energy conversion,Electron transfer generates electric current.
Carboxylic Acids,Carboxylic Acid Reactions,Explain why carboxylic acids do not undergo nucleophilic addition.,R–COOH → no addition,Resonance stabilization reduces electrophilicity of carbonyl carbon preventing addition reactions.
Aldehydes and Ketones,Ketone Formation,Choose correct reagent to convert acid chloride to ketone without over-reduction.,RCOCl + R'2CuLi → R–CO–R',Gilman reagent is correct because it stops reaction at ketone stage.
Chemistry in Everyday Life,Drugs,Explain prodrugs concept.,prodrug → active drug,Prodrugs are inactive compounds converted into active drugs in the body.
Hydrocarbons,Alkyne Formation,Explain anti-periplanar requirement in elimination.,anti β-H and X → elimination,Efficient orbital overlap requires β-hydrogen and leaving group to align anti-periplanar during E2 elimination.
Alcohols Phenols Ethers,Ether Properties,Why do ethers form peroxides on storage?,R–O–R + O2 → ROOR,"Ethers slowly react with oxygen in air forming peroxides, especially in presence of light, which is an important property related to storage safety."
Alcohols Phenols Ethers,Phenol Formation,Predict product when sodium phenoxide reacts with CO2 followed by acidification.,C6H5ONa + CO2 → o-HOC6H4COONa ; H+ → o-HOC6H4COOH,This is Kolbe reaction producing salicylic acid instead of phenol.
Haloalkanes and Haloarenes,Haloarene Concepts,Explain why fluorobenzene is most reactive in SNAr.,Ar–F > Ar–Cl > Ar–Br > Ar–I,"Although C–F bond is strongest, fluorine has strongest −I effect which stabilizes Meisenheimer complex most effectively."
Biomolecules,Proteins,Predict effect of heat on protein.,protein → denatured protein,Heat breaks hydrogen bonds and weak interactions causing denaturation without breaking peptide bonds.
Structure of Atom,Quantum Numbers,How many orbitals are present in d subshell?,5,d subshell contains five orbitals.
Equilibrium,Hydrolysis,Explain hydrolysis equilibrium shift using Le Chatelier principle.,salt ⇌ hydrolyzed products,"Adding products or increasing concentration shifts equilibrium backward, reducing hydrolysis, while dilution shifts forward."
Aldehydes and Ketones,Ketone Tests,What is reaction of ketone with water?,R–CO–R' + H2O ⇌ R–C(OH)2–R',"Ketones form hydrates but equilibrium lies toward ketone, making the reaction less significant."
Carboxylic Acids,Carboxylic Acid Reactions,How are amides formed?,R–COOH + NH3 → R–CONH2 + H2O,Carboxylic acids react with ammonia forming amides.
Physical Chemistry,Mole Concept,Why is mole concept important in chemistry?,stoichiometric calculations,Mole concept connects microscopic particles with measurable quantities.
Haloalkanes and Haloarenes,Haloarene Concepts,Explain why benzyne is reactive.,benzyne triple bond,Strained triple bond inside aromatic ring makes benzyne highly unstable and reactive.
Physical Chemistry,Stoichiometry,Determine limiting reagent when 4 moles NH3 react with 5 moles O2.,4NH3 + 5O2 → 4NO + 6H2O,Both reactants are present in exact stoichiometric ratio so no excess reagent remains.
Hydrocarbons,Alkane Concepts,Why do branched alkanes have lower boiling points?,branching ↓ intermolecular attraction,Branching reduces surface area and weakens van der Waals forces between molecules.
Aldehydes and Ketones,Ketone Tests,Explain why ketones form derivatives like oximes and hydrazones.,R–CO–R' + NH2OH → R–C=NOH–R' + H2O,Ketones undergo nucleophilic addition followed by elimination forming stable derivatives. These derivatives have sharp melting points useful for identification.
Polymers,Polymer Types,Classify bakelite as polymer type.,thermosetting condensation polymer,Bakelite is thermosetting polymer formed by condensation polymerization.
Carboxylic Acids,Carboxylic Acid Properties,Explain solvent effect on acidity.,R–COOH + H2O ⇌ R–COO− + H3O+,Polar solvents stabilize ions increasing acidity compared to non-polar solvents.
Polymers,Polymer Formation,Explain cationic polymerization.,carbocation intermediate,Cationic polymerization proceeds through positively charged intermediates.
Carboxylic Acids,Carboxylic Acid Properties,What is effect of intermolecular forces?,R–COOH → strong forces,Hydrogen bonding and dipole interactions influence physical properties.
Haloalkanes and Haloarenes,Haloalkane Formation,How is chlorohexane (C₆H₁₃Cl) formed?,6C + 13H + Cl → C6H13Cl,One hydrogen atom of hexane is replaced by chlorine forming chlorohexane
Structure of Atom,Quantum Numbers,Maximum electrons in one orbital?,2,One orbital can hold maximum two electrons.
Hydrocarbons,Alkane Reactions,What is catalytic cracking?,C₁₀H₂₂ → C₅H₁₂ + C₅H₁₀,Produces alkanes and alkenes
Polymers,Polymer Types,What is natural rubber?,n CH₂=C(CH₃)–CH=CH₂ → rubber,"Cis-1,4-polyisoprene"
Haloalkanes and Haloarenes,Haloalkane Concepts,Predict product favored by bulky base.,R–CH2–CH2X + bulky base → Hofmann product,Bulky base abstracts least hindered β-hydrogen giving less substituted alkene.
Chemistry in Everyday Life,Drugs,Explain pharmacokinetics of drugs.,drug → absorption → distribution → metabolism → excretion,Drug behavior in body involves ADME processes determining concentration and duration of action.
Equilibrium,Acid–Base Theory,What is amphoteric substance?,H2O ⇌ H+ + OH−,An amphoteric substance can act as both acid and base. Water is a common example as it can donate or accept a proton.
Redox Reactions,Redox Reactions,What happens to oxidation number during reduction?,decreases,Reduction decreases oxidation number.
Physical Chemistry,Atomic Mass,Calculate molecular mass of Ca(OH)2.,40 + 2×(16 + 1),Molecular mass = 74 u.
Structure of Atom,Subatomic Particles,Why are electrons negatively charged?,fundamental property,Electrons inherently carry negative electric charge.
Structure of Atom,Electronic Configuration,Maximum electrons in p subshell?,6,p subshell contains three orbitals.
Alcohols Phenols Ethers,Alcohol Formation,Predict the product of Grignard reagent with formaldehyde.,CH3MgBr + HCHO → CH3CH2OH,Grignard reagent adds to formaldehyde to form a primary alcohol after hydrolysis.
Alcohols Phenols Ethers,Ether Formation,Why does branching in alkyl halide reduce ether yield?,RONa + R'Br → R–O–R' + NaBr,Branching increases steric hindrance making nucleophilic attack difficult and reducing ether formation.
Polymers,Polymerization Mechanism,What is chain growth polymerization?,successive monomer addition,Polymer chains grow continuously from active centers.
Polymers,Polymerization Mechanism,What is living polymerization?,no chain termination,Living polymerization proceeds without termination reactions.
Polymers,Polymer Types,What are elastomers?,rubber,Elastomers are flexible polymers that can stretch and regain original shape.
Equilibrium,Hydrolysis,Derive pH of salt of weak base and strong acid.,pH = 7 − ½(pKb + log C),"The salt produces H+ ions. Using hydrolysis equilibrium, pH is derived showing acidic solution (pH < 7)."
Chemistry in Everyday Life,Food Chemistry,Why enzymes are specific in action?,substrate + enzyme → product,Specific active site structure allows only particular substrate binding.
Alcohols Phenols Ethers,Phenol Properties,Explain why phenol conducts electricity weakly in aqueous solution.,C6H5OH ⇌ C6H5O⁻ + H⁺,"Phenol partially ionizes in water producing limited ions, so it conducts electricity weakly compared to strong electrolytes."
States of Matter,Gas Properties,Why does gas viscosity increase with temperature?,faster molecular transfer,Higher speeds increase momentum exchange.
Redox Reactions,Equivalent Concept,Calculate equivalent mass of KMnO4 in acidic medium.,158/5,Equivalent mass of KMnO4 is 31.6.
States of Matter,Gas Laws,What is Boyle’s law?,PV = constant,"At constant temperature, PV = constant"
Redox Reactions,Basic Concepts,Why does oxidation number increase during oxidation?,electron loss,Loss of electrons increases positive character of atom.
Physical Chemistry,Gas Laws,Why does Z become greater than 1 at high pressure?,repulsive forces dominate,Finite molecular volume and repulsive forces increase effective pressure.
Amines,Amine Formation,Explain why reduction of amides does not change carbon chain length.,RCONH2 + [H] → RCH2NH2,"Amide reduction converts carbonyl group into methylene group without breaking carbon chain, so total number of carbons remains same."
Structure of Atom,Quantum Mechanics,Allowed values of magnetic quantum number?,−l to +l,Magnetic quantum number depends on l.
Biomolecules,Nucleic Acids,Explain why purine pairs with pyrimidine.,A–T ; G–C,Purine–pyrimidine pairing maintains uniform width of DNA helix ensuring structural stability.
Haloalkanes and Haloarenes,Haloalkane Reactions,Predict major product using aqueous KOH.,R–X + aq.KOH → alcohol,Aqueous KOH favors nucleophilic substitution producing alcohol.
Carboxylic Acids,Carboxylic Acid Properties,Explain dipole interactions in acids.,R–COOH → polar molecule,Strong dipole-dipole interactions contribute to physical properties.
Amines,Amine Reactions,Explain why aromatic amines undergo diazotization.,C6H5NH2 + HNO2 → C6H5N2+Cl−,Aromatic amines form stable diazonium salts due to resonance stabilization of diazonium ion.
States of Matter,Kinetic Theory,What causes gas pressure?,molecular collisions,Gas pressure arises from collisions with container walls.
Equilibrium,Solubility,Explain solubility equilibrium concept.,solid ⇌ ions,Dissolution and precipitation occur simultaneously at equilibrium.
Polymers,Polymer Concepts,Why do thermosetting polymers not melt?,three-dimensional cross-linked network,Extensive covalent bonding prevents chain mobility.
